description;class
entreprises de nettoyage decontamination desinfection nettoyage apres demenagement nettoyage apres incendie nettoyage apres sinistre nettoyage d immeuble nettoyage de bureaux nettoyage de copropriete nettoyage de fin de chantier nettoyage de sanitaire nettoyage apres inondation nettoyage de commerce nettoyage de locaux nettoyage de vitre nettoyage de vitres en hauteur   ;False
entreprises d electricite generale electricien chauffagiste electricien en batiment electricite domestique domotique installation electrique installateur de cable telephonique   ;False
entreprises de batiment    ;True
entreprises de maconnerie    ;True
paysagistes   paysagistes amenagement  entretien de jardins  de parcs ;False
constructions metalliques menuiserie metallique serrurerie industrielle   ;False
entreprises de menuiserie    ;False
entreprises de couverture    ;True
pose de plafonds    ;False
ferronnerie    ;False
vente  installation de cuisines agencement de salles de bains  de placards  de dressings installation de systemes d eclairage de cuisines installation de prises de courant sur le plan de travail branchement d electromenagers pose de meubles de cuisine pose de credences stratifiees  en granit  en inox  en verre conseils personnalises devis gratuit marques cuisines gaio sachsenkuchen rosieres miele pyram produits cuisines exposees cuisines en chene massif cuisines en chene naturel cuisines modernes cuisines colorees cuisines personnalisables armoire de cuisine cuisine contemporaine cuisine haut de gamme cuisine sur mesure cuisine moderne    la cuisine de vos reves adaptee a votre budget  les cuisines dumontier est a votre service pour creer la cuisine de vos reves sur mesure notre equipe realise l etude de votre projet et s occupe de sa conception sur logiciel 3d nous vous proposons differents styles de cuisines avec un grand choix de materiaux et de couleurs ;False
entreprises de menuiserie   entreprises de menuiserie vente  installation de cuisines pose  entretien  vitrification de parquets fenetres ;False
travaux publics type de travaux terrassement genie civil travaux electriques travaux d eclairage   ;False
entreprises de platrerie    ;False
travaux publics type de travaux terrassement assainissement   ;False
entreprises de menuiserie entreprise de menuiserie fabrication sur mesure extension de maisons fabrication de balcons  de fenetres  d escaliers  de portails fabrication de cuisines et de dressings sur mesure fabrication de charpentes traditionnelles et industrielles pose et vitrification de parquets restauration de demeures normandes et de maisons a colombages travaux d isolation et de bardage bardage fabrication de charpente en bois charpentier couvreur traitement de charpente renovation de fenetre fabricant de fenetre en pvc fabricant de menuiserie aluminium fabricant de menuiserie pvc fabricant de volet en pvc fabricant de portail en aluminium fabricant de rampe d escalier menuiserie d agencement menuiserie artisanale menuiserie exterieure menuiserie interieure menuiserie sur mesure menuisier charpentier menuisier ebeniste renovation d escalier fabrication de charpente traditionnelle pose de charpente traditionnelle fabricant de fenetre menuiserie bois alu menuiserie pvc alu produits charpente en bois baie coulissante baie vitree sur mesure fenetre en bois fenetre en bois sur mesure fenetre cintree fenetre oscillobattante fenetre en pvc fenetre en pvc sur mesure porte fenetre baie vitree porte fenetre en bois sur mesure verriere fenetre en aluminium fenetre sur mesure huisserie porte fenetre sur mesure porte fenetre en pvc porte en bois sur mesure reseaux cgpme maitre artisan rge eco artisan rge qualibat 1er prix stars et metiers 2016 entreprises de menuiserie vente  installation de cuisines charpentes fenetres pvc fabrication  installation d escaliers pose  entretien  vitrification de parquets fabrication  installation de cuisines professionnelles fenetres fabricant local   menuiserie bois alu pvc   charpente traditionnelle et industrielle   balcons    fenetres   fabrication de cuisines et dressings sur  mesure   escaliers   pose et vitrification de parquets   specialise dans la restauration de demeures  normandes  et colombage   isolation   bardage 1er prix departemental du calvados dans la categorie innovation technologique stars et metiers 2016 ;False
zinguerie    ;True
plaques de platre    ;False
agencement de magasins amenagement de locaux professionnels suivi de chantier   ;False
travaux publics travaux de terrassement travaux publics amenagement de piscines renovation de piscines  recherche de fuites travaux d assainissement intervention sur l adduction d eau amenagement exterieur realisation de tranchees terrassement pour fondations terrassement vrd enrochement terrassement de piscine terrassement de chemin d acces pose micro station amenagement de cour produits piscines maconnerie terrassement assainissement travaux publics qualibat qualibat travaux publics entreprises de terrassement assainissement construction  entretien de piscines devis gratuit   tous travaux de terrassement   travaux publics   piscine   assainissement   adduction d eau vrd   amenagement exterieur   abords piscine   certifie qualibat  clientele particuliers collectivites;False
travaux d isolation   travaux d isolation entreprises de maconnerie ;False
entreprises de couverture    ;True
paysagistes maconnerie paysagere dallage de jardin amenagement de bassin arrosage automatique de jardin   ;False
ravalement de facades   ravalement de facades entreprises de peinture ;False
ebenisterie    ;False
amenagement  entretien de jardins  de parcs amenagement de parcs  de terrasse  de balcon engazonnement arrosage automatique dallage bureau d etudes paysage conception  creation de vos espaces exterieurs paysagistes conseils entretien taille de haie  topiaire marques muret produits muret cascade jardin japonais  potager plan en 2d  en 3d qualipaysage services a la personne qualipaysage amenagement  entretien de jardins  de parcs paysagistes paysagistes conseils chaque jardin compte parc de chateaux  residence  grand hotel  jardin paysage  piece de vie  exterieur  terrasse  balcon  toit  plantation  engazonnement   arrosage automatique cloture  maconnerie  allee  bassin ;False
entreprises de peinture    ;False
entreprises de menuiserie menuiserie d agencement menuiserie bois menuiserie sur mesure produits verandas dressing escaliers bibliotheques sur mesure meubles sur mesure parquets portes portes d entree   ;False
entreprises de menuiserie   entreprises de menuiserie charpentes ;True
peinture en batiment travaux de peinture apres sinistre travaux de peinture decorative realisation d enduits decoratifs revetement de sols revetement de murs ravalement de facades conseils en decoration interventions rapides devis gratuits artisan peinture en batiment entreprises de peinture donner du caractere a votre maison   qu il soit question des travaux de peinture apres sinistre et decorative ou bien encore de la realisation d enduits decoratifs  nous vous apportons notre experience notre equipe intervient de plus pour le revetement de sols et de murs vous pouvez faire appel a nous pour le ravalement de facades pour information  nous realisons des devis sur demande nous travaillons depuis 1998 grace a notre savoir faire et a notre efficacite  nos equipes ont obtenu la certification artisan ;False
vente  installation de climatisation travaux de plomberie installation de sanitaires installation de chauffages au gaz installation de chauffages au fioul installation de systemes de climatisation entretien de chaudieres entretien de pompes a chaleur travaux de depannage installation de panneaux photovoltaiques installation de panneaux solaires installation de chaudieres au bois accueil en magasin d exposition marques de dietrich thermique toshiba mitsubishi electric de dietrich rge qualibat iso 9001 vente  installation de climatisation depannage plomberie vente  installation de chauffage plombiers depannage de chauffage les travaux de plomberie n ont pas de secret pour nous notez d autre part que notre palette de prestations englobe l installation de sanitaires  de chauffages au gaz ainsi que de systemes de chauffage au fioul et pompes a chaleur air eau vous pouvez de plus nous appeler pour faire installeri des systemes de climatisation l entretien de chaudieres et de pompes a chaleur est inclus dans nos services notre entreprise est a votre service pour du depannage d appareils de chauffage ;True
travaux d isolation    ;False
maintenance industrielle    ;False
entreprises d electricite generale    ;False
marbre de decoration    ;False
pompes funebres pompes funebres vente de marbrerie mise a disposition d un funerarium edition de contrats obseques et prevoyances mise a disposition de caveaux vente de monuments vente de colombariums les moyens de paiement  pompes funebres funerariums nous vous proposons nos services de pompes funebres nous vendons des monuments  des colombariums  des articles funeraires nous realisons egalement des contrat prevoyances et obseques ;False
entreprises de demoussage  de traitement des toitures peinture exterieure garantie decennale produits  prestations et services renovation de facade marques sikkens  entreprises de demoussage  de traitement des toitures nettoyage de facades ravalement de facades entreprises de peinture ;False
plombiers nettoyage de toiture remplacement de tuile  de chassis de toit habillage de bandeau de rive zinguerie renovation de salle de bains pose de canalisation  de sanitaire marques grohe produits gouttiere en zinc planche de rive artisan plombiers installation de sanitaires entreprises de couverture forte d une experience de plus de 25 ans  notre entreprise est a votre disposition pour tous vos travaux de couverture nos experts sont en mesure de repondre a toutes vos exigences et a tous vos besoins de plus  vous pouvez nous confier la renovation de salle de bains ;True
entreprises de menuiserie    ;False
transport routier transport de materiaux services convoi exceptionnel   ;False
entreprises d electricite generale    ;False
fenetres renovation de fenetre toutes marques services remplacement de vitre pose de fenetres produits type de fenetres fenetre en pvc fenetre en aluminium fenetre mixte en pvc   aluminium fenetre triple vitrage accessoires film solaire brise soleil appuis de fenetre interieure moustiquaire garantie decennale  ;False
entreprises de peinture    ;False
plombiers    ;True
entreprises de peinture    ;False
reseaux informatiques   reseaux informatiques vente de materiel  de consommables d informatique ;False
travaux d isolation projection thermique  acoustique travaux de soufflage injection vermiculite bardage isolation thermique isolation de toiture flocage batiment calorifugeage isolation par l exterieur isolation ecologique isolation interieure isolation industrielle isolation de mur isolation fenetre flocage coupe feu isolation de maison isolation par soufflage isolation frigorifique isolation de sol isolation de cloison isolation en ouate de cellulose isolation par projection isolation thermique de mur produits perlite isolant mince isolant en laine de roche panneau isolant pour toiture laine soufflee reseaux promat eurisol ruaud industrie  travaux d isolation materiaux d isolation flocage batiment isolation en haute savoie si vous avez l impression que la chaleur n est pas bien repartie dans votre interieur  votre lieu de vie est probablement mal isole notre equipe de professionnels realise l injection d ouate de cellulose et laine de roche nous montons les gaines de protection coupe feu ;False
depannage de chauffage    ;False
entreprises de peinture travaux de peinture travaux de decoration travaux de vitrerie revetement de sols revetement de murs ravalement de facades  entreprises de peinture isolation exterieure vente  pose de revetements de sols et de murs notre entreprise et magasin effectue des travaux de peinture  de decoration et de vitrerie nous nous chargeons du revetement des sols et des murs et du ravalement des facades pour plus de renseignements sur nos services  contactez nous ;False
entreprises de nettoyage nettoyage de moquette nettoyage de parquets nettoyage de graffitis nettoyage apres chantier nettoyage industriel   ;False
entreprises de menuiserie    ;False
entreprises de peinture pose de moquette  papier peint ravalement de facade conseils personnalises produits enduits artisan entreprises de peinture vente  pose de revetements de sols et de murs notre entreprise est specialisee dans le domaine de la peinture et  vous propose des travaux  en neuf et en renovation  en interieur et en exterieur comptez sur notre engagement pour la mise en uvre de toutes nos competences et astuces techniques  pour le revetement de vos sols  de vos murs et d autres interventions soignees et dans le respect de vos attentes contactez nous pour obtenir de plus amples informations ;False
entreprises de menuiserie menuisier poseur ebenisterie produits escalier en bois lambris parquet escalier porte type de menuiserie charpente volet   ;False
entreprises de batiment    ;True
entreprises de menuiserie specialiste de la porte d interieur menuiserie artisanale menuiserie d agencement menuiserie sur mesure menuiserie interieure menuiserie bois  pvc  aluminium produits portes interieures portes coulissantes portes sur mesure placards dressings bibliotheques parquets reseaux groupe garofoli tuv sud pefc ohsas 18001 iso 14001 iso 9001  la menuiserie prunier christophe  intervient principalement pour la pose de vos menuiseries interieures  bois  pvc  aluminium et se demarque pour sa competence dans la menuiserie d agencement sur mesure  plus specifiquement dans la porte d interieur design entouree de partenaires reconnus  comme le fabricant garofoli  la menuiserie prunier s engage dans la qualite des prestations effectuees chez ses clients pour plus de renseignements  la menuiserie prunier vous accueille du lundi au vendredi dans son  showroom pres de bayeux ;False
entreprises de menuiserie    ;False
entreprises de menuiserie fabrication de menuiserie en bois fabrication de menuiserie en aluminium fabrication de menuiserie en pvc pose de charpentes pose de faux plafonds pose de cloisons travaux d isolation pose de lambris pose de stores interieurs pose de stores exterieurs centralisation de volets roulants qualibat artisan entreprises de menuiserie fenetres menuiserie pvc charpentes fabrication  installation d escaliers volets roulants renover sa charpente est une operation ardue et vous devez vous en remettre a des experts en plus de la fabrication de menuiserie  la liste de nos prestations inclut la pose de charpentes  de faux plafonds et de cloisons de plus  notre entreprise intervient pour des travaux d isolation ainsi que pour la pose de lambris et de stores ;False
plombiers    ;False
depannage de chauffage   depannage de chauffage vente  installation de chauffage ;False
marbre de decoration    ;False
entreprises de menuiserie   entreprises de menuiserie charpentes ;True
entreprises de maconnerie agrandissement de maison devis gratuit amenagement exterieur fondation   ;True
entreprises d electricite industrielle    ;False
constructions metalliques devis gratuit devis produits garde corps rambarde  constructions metalliques installation  materiel de radiocommunication serrurerie  metallerie ;False
entreprises de maconnerie travaux de maconnerie en briques travaux de maconnerie en pierres realisation de murets realisation de verandas travaux de gros oeuvre realisation de garages ravalement de facades extension de maisons realisation de dalles pour les maisons en bois travaux d assainissement artisan  artisan macon depuis 3 generations  j interviens pour tous vos travaux de maconnerie  y compris la realisation de murets et de verandas  le ravalement de facades et l extension de maisons j assure l application des normes rt en vigueur et j interviens a la fois en neuf et en renovation visite de chantier en cours possible sur rendez vous ;False
entreprises de platrerie enduiseur platrier peintre briqueteur entreprise de staff platrerie d isolation pose de plaque de platre renovation de plafond produits cloison de bureau faux plafond plaque de platre artisan rge qualibat entreprises de platrerie entreprises de peinture platrerie  isolation  peinture  decoration artisan depuis 1985 qualification   qualibat rge ;False
entreprises de peinture    ;False
protection incendie depannage 7j 7  24h 24 installation d alarme incendie devis gratuit produits defibrillateur eclairage de securite contrat de maintenance les moyens de paiement veritas cofrac veri select fabrication francaise protection incendie extincteurs desenfumage alarmes incendie specialisee dans le domaine de la protection incendie  notre societe vous propose le necessaire pour proteger vos locaux vous y trouverez des extincteurs et des systemes de desenfumage naturel pour la securite incendie  nous installons des signalisations de securite ainsi que des bouches et des poteaux d incendie nous intervenons dans les regions midi pyrenees  aquitaine et limousin ;False
amenagement de combles amenagement interieur de combles amenagement exterieur de combles extension de combles travaux de couverture travaux de maconnerie travaux de renovation immobiliere marques imerys velux handibat rge qualibat capeb amenagement de combles renovation immobiliere entreprises de maconnerie entreprises de couverture agrandissement  extension de maison donnez vie a votre habitation vous souhaitez amenager vos combles   nos specialistes sont a votre disposition pour vous aider a realiser votre projet nous nous occupons de l amenagement non seulement interieur  mais encore exterieur de vos combles de plus  l equipe de professionnels monchiet peut intervenir pour l extension de combles ;True
ravalement de facades installation de salles de bains renovation de sanitaires extension de maisons isolation exterieure produits produits chape dallage en beton enduit de ravalement peinture murale crepi garantie decennale ravalement de facades entreprises de maconnerie notre entreprise de maconnerie vous propose des travaux de gros uvre et petit uvre ainsi que le ravalement de facades pour le pose de revetements de mur  la plomberie et l electricite  faites appel a nos services certifies rge  nous vous fournissons un travail de qualite ;False
serrurerie  metallerie    ;False
gouttieres travaux de couverture travaux de zinguerie fabrication de gouttieres en aluminium pose de gouttieres en aluminium pose d avant toits en pvc  gouttieres entreprises de couverture ne passez pas a cote du progres nos equipes effectuent des travaux de couverture et de zinguerie nos prestations comportent la pose de gouttieres en aluminium et d avant toits en pvc nous realisons des devis gratuitement notre secteur d intervention s etend dans le departement de la haute vienne et ses environs ;True
vente  installation de chauffage   vente  installation de chauffage plombiers ;False
depannage de chauffage au gaz depannage de chaudiere depannage de chaudiere au fioul depannage de chaudiere au gaz depannage de chauffage au gaz produits chauffe eau  avertissement energie l energie est notre avenir  economisons la avertissement energie l energie est notre avenir  economisons la avertissement energie depannage de chauffage au gaz depannage de chauffage depannage de chauffage au fioul ;False
tuyauterie industrielle maintenance sur site produits tuyauterie  tuyauterie industrielle chaudronnerie ;False
depannage de chauffage    ;False
vente  installation de climatisation    ;False
vente  installation d antennes de television   vente  installation d antennes de television alarmes  surveillance   systemes  vente  installation  ;False
entreprises de maconnerie    ;True
entreprises de menuiserie    ;False
vente  installation de chauffage installation de chauffage solaire installation de chauffage au gaz installation de chauffage electrique installation de chauffage au fioul produits chaudiere a gaz chauffage au bois radiateur chauffage a granules chaudiere a condensation au gaz chauffage central plancher chauffant geothermie   ;False
entreprises d electricite generale    ;False
depannage plomberie plombier chauffagiste depannage plomberie depannage chauffage entretien de chaudieres recherche de fuites specialiste degats des eaux debouchage de wc et canalisations ramonage de chaudieres entretien de systemes de chauffage remplacement de chaudieres a gaz  a condensation cumulus electrique mise aux normes des installations a gaz intervention garantie 1 an devis et deplacements gratuits depannage plomberie blagnac marques saunier duval vaillant elm leblanc chaffoteaux frisquet de dietrich viessmann ideal standart produits plomberie sanitaire robinetterie chaudieres cumulus chauffe eau thermodynamique pgn rge qualibat eco artisan depannage plomberie plombiers depannage de chauffage specialiste plomberie et chauffage depannage plus de 25 ans d experience en plomberie et chauffage specialiste du remplacement de chaudieres a gaz toutes marques  m  daniel puig dispose del agrement professionnel gaz naturel il realise la pose  l installation  la reparation  l entretien et la mise en service d appareils de chauffage et de climatisation professionnel de la plomberie  vous pouvez faire appel a lui pour   un degat des eaux  la mise aux normes des canalisations et le desengorgement  le raccordement de votre reseau d eau  la maintenance et la renovation de vos installations pour des economies d energie ;False
plombiers depannage de plomberie installation de chaudieres remplacement de chauffe eaux electriques fourniture de chaudieres pose de chaudieres toutes marques creation de salles de bains amenagement tous types de salles de bains amenagement de salles de bains pour personnes a mobilite reduite installation de douches a l italienne professionnel du gaz naturel plombiers depannage plomberie certifies professionnel du gaz naturel  nous mettons a votre service une equipe qui saura satisfaire vos besoins pour tout ce qui a trait au depannage de plomberie nos clients nous appellent pour l installation de chaudieres et de douches a l italienne nous intervenons de plus pour le remplacement de chauffe eaux electriques sachez que la vente de chaudieres est egalement de notre ressort nos prestations incluent la pose de chaudieres toutes marques mais egalement la creation de salles de bains nous avons accumules une grande experience depuis 1986 ;False
renovation immobiliere isolation renovation   ;True
beton pret a l emploi fabrication de beton pret a l emploi vente de beton pret a l emploi vente de beton desactive fabrication de dalles creation d allees en beton desactive colore creation de cours en beton desactive colore creation de terrasses en beton desactive colore produits beton pret a l emploi beton desactive beton desactive beton allege beton desactive fibre beton fibre mortier les moyens de paiement  beton pret a l emploi sables  cailloux  granulats beton desactive entreprises de terrassement travaux publics travaux d enrobes entreprises de pavage marbres  granits  pierres naturelles notre entreprise fabrique et vend du beton pret a l emploi  conforme a la norme nf en 206 1  toutes classes de resistances et tous dosages de ciment de 100 a 400 kg m3 nous assurons la livraison par toupie de 6 a 8 m3 et nous mettons a disposition un tapis telescopique de 12 a 16 m ainsi qu un mixo pompe avec une fleche de 21 m nous nous occupons de la fourniture du beton allege  fibre  colore et agricole ;False
plombiers   plombiers renovation immobiliere ;True
marbriers funeraires organisation d obseques travaux de marbrerie travaux de gravure transport de corps soins de conservation vente d articles funeraires construction de caveaux fabrication de monuments funeraires gravure de monuments funeraires gravure de plaques funeraires renovation de tombes cremations inhumations thanatopracteur diplome d etat marbriers funeraires pompes funebres creee en 1980  notre entreprise de pompes funebres intervient pour l organisation complete des obseques forts de notre experience  nous realisons vos travaux de marbrerie ainsi que la gravure de monuments et de plaques funeraires notre funerarium est a votre disposition pour accueillir la personne defunte  depuis son deces jusqu a ses obseques nous assurons egalement le transport de corps en france et a l etranger notre embaumeur diplome d etat prend en charge tous les soins de conservation du corps ;False
plombiers    ;False
vente  installation d antennes de television installation de systemes de reception terrestre et satellite maintenance et depannage electrique a domicile entretien d equipements electriques domotique   automatisation de domiciles depannage 7 7 jours depannage d urgence 24h 24 livraison et installation a domicile produits electromenagers tv video equipements equipement electriques les moyens de paiement  vente  installation d antennes de television plombiers depannage d electromenager magasins d electromenager entreprises d electricite generale des professionnels qualifies se tiennent a votre disposition en magasin pour vous conseiller et vous guider vers les produits les plus adaptes a vos besoins nous vous assurons   une intervention rapide pour vos installations  la maintenance et le depannage sur toutes vos installations electrique  neuf ou en renovation nous vous proposons une large gamme d articles d electromenager  de video  de son ou des televisions toute notre equipe de professionnels est a votre disposition pour vous conseiller ;False
vente  installation de climatisation    ;False
entreprises de menuiserie fabrication sur mesure menuiserie exterieure menuiserie traditionnelle menuisier poseur menuisier ebeniste ebenisterie produits parquet porte en bois type de menuiserie veranda   ;False
entreprises d electricite industrielle    ;False
portes automatiques   portes automatiques serrurerie  metallerie ;False
entreprises de maconnerie    ;True
entreprises de batiment agrandissement de maison menuiserie couverture isolation maconnerie platrerie ravalement produits maison en bois plomberie   ;True
plombiers createur de salle de bain douche depannage de chaudiere depannage de chaudiere au fioul depannage de chaudiere au gaz depannage de sanitaire remplacement de tableau electrique personne handicapee produits chaudiere au fioul chaudiere a gaz douche a l italienne plancher chauffant radiateur plomberie pompe a chaleur  plombiers depannage plomberie vente  installation de chauffage vente  installation de salles de bain entreprises d electricite generale depannage de chauffage vente  installation de climatisation ;False
pose  entretien  vitrification de parquets    ;False
isolation de toitures   isolation de toitures entreprises de couverture ;True
materiel pour aspiration centralisee decoupage mecano soudure soudure tig depoussierage soudure soudure acier soudure electrique tolerie produits metallerie presse plieuse tuyauterie type de ventillation ventilation industrielle  materiel pour aspiration centralisee maintenance industrielle chaudronnerie tolerie vente  installation de ventilation ;False
entreprises d electricite generale    ;False
entreprises de platrerie    ;False
entreprises d electricite generale    ;False
entreprises de platrerie    ;False
ebenisterie    ;False
entreprises d electricite generale    ;False
alarmes  surveillance   systemes  vente  installation     ;False
vente  installation de chauffage    ;False
materiaux composites  fabrication  gros     ;False
entreprises d electricite generale    ;False
assainissement amenagement paysager bureau d etude paysage createur de piscine creation d etang creation de jardin debroussaillage jardin aquatique jardinier paysagiste jardiniere sauna spa terrasse en bois amenagement de plan d eau arrosage automatique decorations minerales entretien de jardin traitement de l eau produits beton debordement jardin zen muret naturelle pas japonais piscine traditionnelle piscine a coque pompe de piscine toiture vegetalisee bassin de nage cascade couloir de nage liner produits  prestations et services filtre pour piscine  assainissement paysagistes construction  entretien de piscines ;False
entreprises de peinture    ;False
entreprises de platrerie peinture de sol peinture de volets autres informations du professionnel produits peinture de sol peinture de volet  entreprises de platrerie entreprises de peinture ;False
plombiers    ;False
entreprises de peinture travaux de peinture decoration interieure decoration exterieure papier peint revetements de de sols revetements muraux parquet stuc enduit a la chaux peinture a effets  entreprises de peinture peinture en batiment vente  pose de revetements de sols et de murs ravalement de facades votre artisan et son equipe realise des decorations depuis 20 ans carlo  votre professionnel specialise dans le secteur d activite des travaux de peinture et vitrerie  execute egalement de revetements de facades  de sols  pose de parquets et de moquettes devis gratuitgarantie decennalepour plus d information  appelez votre decorateur  ;False
plombiers    ;False
entreprises d electricite generale    ;False
entreprises de batiment menuiserie conducteur de travaux habillage des murs isolation platrerie vitrerie produits batiment industriel batiment tertiaire carrelage revetement de sol   ;False
vente  pose de revetements de sols et de murs peinture exterieure ravalement de facade d immeuble produits crepi  vente  pose de revetements de sols et de murs entreprises de peinture ravalement de facades ;False
charpentes   charpentes entreprises de menuiserie ;False
entreprises de couverture demoussage bardage renovation de charpente produits charpente en bois charpente traditionnelle garantie decennale entreprises de couverture charpentes ;True
materiel de manutention    ;False
vente  installation de chauffage depannage intervention rapide ramonage devis sur demande produits chaudiere chauffe eau radiateur qualibat rge vente  installation de chauffage ramonage exploitation de chauffage depannage de chauffage votre professionnel du chauffage est a votre service pour tous vos travaux neufs et de renovation disponible et reactif  il realise la vente  l installation  l entretien  la reparation et le remplacement de tous types d equipements multi marques ;False
serrurerie  metallerie metallerie sur mesure serrurier ferronnier serrurier vitrier produits garde corps   ;False
entreprises de maconnerie travaux de gros uvre agrandissement de maison pose de charpente  de parquet amenagement de placard produits carrelage volet roulant artisan  specialisee dans la maconnerie  la renovation et l extension de votre logement  notre entreprise assure aussi bien la construction de maisons contemporaines  que la construction de maisons secondaires que ce soit en neuf  ou en renovation  nos experts mettent leur savoir faire a votre service afin de vous livrer un travail aux finitions impeccables  a votre service  ils sauront vous apporter une solution sur mesure  entierement adaptee a vos attentes et a votre budget ;False
entreprises de peinture    ;False
paysagistes entretien de jardins pose de clotures creation de bassins pavage plantation engazonnement etudes paysageres  paysagistes amenagement  entretien de jardins  de parcs notre entreprise exerce a lezennes et a lille depuis 1979 c est parce que nous sommes des specialistes de l amenagement et de l entretien de jardins ou de parcs que nos clients ont recours a nous nos services comprennent de plus la pose de clotures  la creation de bassins et la pose de pavage vous pouvez consulter notre site web pour plus de precisions ;False
portes  portails   portes  portails ferronnerie d art entreprises de menuiserie serrurerie  metallerie ;False
entreprises de batiment agencement pmr realisations construction de maisons en bois renovation d appartements renovation de bureaux   ;True
entreprises de peinture    ;False
charpentes couverture de maison couverture en ardoise couverture metallique tuile zinguerie isolation renovation produits gouttiere rge charpentes entreprises de couverture renovation de toitures ;True
entreprises de maconnerie genie civil maconnerie renovation  entreprises de maconnerie entreprises de batiment ;False
plombiers    ;True
vente  installation de chauffage   vente  installation de chauffage plombiers ;False
entreprises de menuiserie    ;False
entreprises de peinture peinture de sol peinture de volets peinture en trompe l oeil   ;False
ebenisterie    ;False
entreprises de terrassement    ;False
entreprises de maconnerie    ;False
entreprises de menuiserie   entreprises de menuiserie charpentes ;True
entreprises de couverture    ;True
travaux d isolation   travaux d isolation entreprises de couverture entreprises d etancheite traitement des bois ;True
entreprises de menuiserie    ;False
vente  installation de climatisation    ;True
charpentes menuiserie interieure  exterieure devis conseils personnalises rge qualibat  notre entreprise est specialisee dans la charpente traditionnelle et dans la charpente pour une fermette confiez nous votre projet que ce soit pour des travaux en neuf ou en renovation ;True
entreprises d electricite generale    ;False
entreprises de batiment realisations renovation de maisons anciennes renovation d appartements renovation de maisons renovation de bureaux   ;True
entreprises de menuiserie menuiserie d agencement menuiserie aluminium menuiserie metallique menuiserie pvc menuiserie bois menuiserie industrielle restauration de patrimoine ancien menuiserie sur mesure produits placards dressing escaliers parquets lambris portes   ;False
plombiers   plombiers vente  installation de chauffage depannage de chauffage ;False
transport routier    ;False
entreprises de maconnerie demoussage amenagement de terrain bardage nettoyage de toit sous toiture toiture terrasse zinguerie isolation etancheite produits gouttiere garantie decennale entreprises de maconnerie entreprises de couverture travaux d isolation entreprises de terrassement ;True
plombiers creation de salle de bain clef en main transformation de salle de bain pour personne a mobilite reduite transformation de salle de bain pour personne handicapee travaux de plomberie installation de sanitaire installation de chauffage handibat professionnel du gaz rge kinedo grand form plombiers vente  installation de salles de bain depannage plomberie notre entreprise travaille dans un rayon de 40 km autour de fabregues depuis 1999 specialises dans l installation de salles de bains  nous disposons de l agrement handibat notre societe cree des salles de bains cles en main mais nous ne nous arretons pas la  car la transformation de salles de bains pour personnes a mobilite reduite et handicapees fait egalement partie de notre palette de prestations notez aussi que nous realisons les travaux de plomberie l installation de sanitaires et de chauffage fait aussi partie de notre choix de prestations ;False
activite non renseignee    ;False
charpentes   charpentes entreprises de couverture ;True
travaux d isolation bilan thermique   ;False
entreprises de terrassement    ;False
entreprises d electricite generale    ;False
travaux publics viabilisation vrd devis sur demande   specialisee dans le secteur des travaux publics depuis 1999  notre societe vous propose ses services vous pouvez beneficier du savoir faire de nos equipes pour les travaux de terrassement et d amenagement si vous souhaitez obtenir davantage de renseignements  vous pouvez nous contacter a tout moment ;False
vente  installation de salles de bain installation de baignoire a porte remplacement de baignoire par douche isolation platrerie carreleur douche a l italienne douche pour personne a mobilite reduite produits carrelages lavabos robinets artisan vente  installation de salles de bain entreprises d electricite generale artisan depuis plus de 15 ans  je suis a votre ecoute pour l agencement de votre salle de bains  en neuf et en renovation  selon vos besoins et vos envies comptez sur un travail soigne pour l amenagement sur mesure de vos sanitaires et pour d autres prestations telles que le revetement de sol et de mur  creation de douche a l italienne et douche pour personne a mobilite reduite  contactez moi pour tout autre renseignement ;False
portes automatiques    ;False
ravalement de facades   ravalement de facades entreprises de peinture ;False
travaux d isolation    ;False
entreprises de menuiserie    ;False
entreprises d electricite generale domotique installation courant faible maintenance electrique mise aux normes electriques electricite basse tension electricite courant faible depannage electricite installation basse tension installation tres basse tension produits installation electrique   ;False
entreprises de peinture   entreprises de peinture sols en resine ;False
menuiserie metallique    ;False
alarmes  surveillance   systemes  vente  installation     ;False
serrurerie  metallerie   serrurerie  metallerie menuiserie metallique ;False
entreprises de batiment realisations construction industrielle construction de batiments publics renovation de maisons anciennes renovation d appartements renovation de maisons renovation de bureaux   ;True
entreprises d electricite generale plomberie travauc d electricite industrielles tertiaire mise en conformite conception d eclairage decoratif relisation d eclairage decoratif pose de systemes d alarmes d incendie pose de systemes de videosurveillance domotique chauffage electrique installation electrique domotique electricite courant faible marques thermor legrand schneider declic mazda  entreprises d electricite generale plombiers 40 annees d experience dans l electricite et la plomberie pour les entreprises  les industriels et les particuliers cablage informatique  electricite industrielle tertiaire et particuliers  mise en condformite   eclairage decoratif  conception et realisation alarme incendie  videosurveillance   domotique   chauffage electrique   ;False
plombiers renovation et depannage de systemes de chauffage installation de sanitaires et de salles de bains service apres vente produits pompes a chaleur chauffages a bois  a gaz  a fioul chauffages electriques rge qualibois qualifioul qualigaz plombiers vente  installation de chauffage gerez la temperature de votre appartement sans payer un prix exorbitant nous vous conseillons sur le systeme adapte a votre style de vie et a votre budget songez a nous contacter pour l entretien de chaudieres  c est une de nos priorites ;False
entreprises d electricite generale    ;False
